category,title,summary,contents
인물,조인후,"조선 전기에, 대사간, 도승지, 병조참의 등을 역임한 문신.","본관은 평양. 자는 유보. 조인생의 증손으로, 할아버지는 조회이고, 아버지는 조경운이며, 어머니는 김응무의 딸이다. 공조참판 조인득은 그의 형이며, 우의정 김귀영은 외삼촌이다. 1567년(명종 22) 식년문과에 병과로 급제한 다음 일찍이 제주판관을 지냈는데 정사를 행한 이후로 여러 해 동안 쌓였던 폐단이 안개 걷히듯 없어졌다는 칭송을 들었으나 병으로 인하여 체직을 청하였다. 그 뒤 오랫동안 서용되지 않다가 1583년에야 출사를 명받고 홍문관교리에 임명되었다. 1587년 왜구가 침입하자 선유어사로 오랫동안 호남지방에 머물면서 전몰자를 제사지내 주었으며, 생존자를 찾아 위로해 주고 전몰자의 집은 잡역을 면제해 주는 등 위문하고 돌아와 대사간·도승지·병조참의를 역임하였다."
인물,조자지,"조선 전기에, 죽림칠현을 자처하며 세속을 멀리하고 노장의 학문을 토론했던 청담파 중 한 사람인 학자.","1482년(성종 13)경부터 남효온·홍유손·이정은·이총·한경기 등과 동대문 밖 대밭 속에 자주 모이면서 중국 진나라의 죽림칠현을 자처, 소요건을 쓰고 세속적인 영화에서 벗어나 시·주·가무로 소일하면서 노자·장자 등의 고고한 학풍을 토론하고 벼슬과 영리를 멀리하였으므로 청담파라 지칭하였다. 1498년(연산군 4)유자광이 “남효온은 김종직의 당여로서, 홍유손 등과 결당하고 고담과 궤설로 사습을 상훼하니 국문하소서.”라는 상계에 따라 체포되어 국문당하였는데, 같은 해 홍유손만을 치죄하고 나머지는 용서함에 따라 방면되었다."
인물,조재도,"조선 후기에, 성리학, 양명학, 불교에 대한 견해를 수록한 를 저술한 학자.","본관은 풍양. 자는 문지. 문장에 능하여 9세 때 「채미론」을 지었으며, 10세 때 조구명으로부터 학문을 배웠다. 13세 때 경전에 통달하였으며, 내수를 위하여 금강산 등지로 돌아다니면서 불서도 읽었다. 1747년 사마시에 합격하였으나 몸이 약하여 25세의 나이로 죽었다. 그의 학문은 입지위본하고 치심위선하였다고 하는데, 불교와 양명학·성리학에 밝았다. 시문집으로 가 1781년(정조 5)에 간행되었는데, 시·부뿐만 아니라 성리학·양명학·불교에 대한 그의 철학적·정치적인 견해가 수록되어 있다."
인물,조재민,"조선 후기에, 부수찬, 승지, 대사간 등을 역임한 문신.","본관은 풍양. 자는 언신. 개명은 조시민. 조상변의 증손으로, 할아버지는 조기수이고, 아버지는 조적명이며, 어머니는 송징오의 딸이다. 1737년(영조 13) 별시문과에 병과로 급제한 후 1741년 소시를 통하여 서지수와 함께 예문관검열에 임명되었으나 영상·좌상과 친척의 혐의가 있다고 하여 체직되었다. 다음해 정언으로 등용되어 이후 수찬·부교리·교리·겸문학·헌납·필선·사간 등 삼사의 직을 두루 거쳤다. 1745년 부수찬으로 있으면서는 임금의 지나친 거조에서 나온 하교는 거두어들일 것을 상소하였다. 1749년 옹주혼도감으로 수고하여 가자되었다. 이 후 승지를 거쳐 1752년에는 대사간에 올랐으나 1755년김일경의 잔당인 심정연과 함께 반란을 모의한 신치운의 무고로 거제도에 정배되었다가 1763년에야 풀려났다. 1764년과 1765년 두 차례에 걸쳐 영의정 홍봉한의 서용 요청이 있었으나 사헌부 등에서 반대하여 끝내 서용되지 않았다."
인물,조재준,"조선 후기에, 대사간, 광주부윤, 대사헌 등을 역임한 문신.","본관은 풍양. 자는 사장. 개명은 조시준. 조상정의 증손으로, 할아버지는 조대수이고, 아버지는 조집명이며, 어머니는 김만선의 딸이다. 1766년(영조 42) 정시문과에 장원으로 급제, 이듬해 사간원정언에 처음으로 부임하여, 그 뒤 사헌부지평을 거쳐 홍문관의 요직을 두루 역임하였으며, 1768년에는 응제에서 차석을 차지하기도 하였다. 1769년 이득복·홍수보·홍경안·홍찬해 등과 함께 영조가 기녀를 축첩으로 삼은 조관이나 유생에 대한 관직의 박탈과 성균관에서 쫓아낸 일에 대하여 너무 지나친 처사임을 상소하였다. 그리고 그것을 금지하는 법령을 반포한 뒤 시일을 두고 처벌할 것을 건의하였다가 금성에 유배되었으나 영조의 병환이 쾌유한 경사로 인하여 석방되었다. 그 뒤 헌납·수찬·부교리·교리를 지낸 다음 1772년 승지를 거쳐 이듬해 대사간에 올랐고, 1774년에는 광주부윤을 잠시 맡기도 하였다. 1776년 대사헌에 올랐다."
인물,조재호,"조선 후기에, 이조판서, 우의정, 돈녕부영사 등을 역임한 문신.","본관은 풍양. 자는 경대, 호는 손재. 아버지는 좌의정 풍릉부원군 조문명이며, 어머니는 안동김씨로 교관 김창업의 딸이다. 영의정 조현명의 조카이며, 효순왕후의 오빠이다. 1739년(영조 15) 우의정 송인명의 천거로 세자시강원에 등용되었다. 그 뒤 홍산현감으로 있으면서 춘당대시에 병과로 급제, 승정원승지로 특진되었고, 이어 경상도관찰사·이조판서 등을 거쳐 1752년 우의정이 되어 의 편찬을 주장하기도 하였다. 1759년 돈녕부영사로 있으면서 계비의 책립을 반대한 죄로 임천으로 귀양갔다가 이듬해에 풀려나 춘천에 은거하였다. 1762년장헌세자가 화를 입게 되자 그를 구하려고 서울로 올라왔으나, 오히려 역모로 몰려 종성으로 유배, 사사되었다가 1775년 신원되었다. 저서로  15권이 있다."
인물,조적,"조선 전기에, 경주부윤, 선산부사, 삼척부사 등을 역임한 문신.","본관은 함안. 자는 공기. 조안의 증손으로, 할아버지는 증이조판서 조여이고, 아버지는 조동호이며, 어머니는 이증의 딸이다. 1513년(중종 8) 식년문과에 을과로 급제, 이듬해 사서가 되었다. 이어 여러 관직을 거쳐 1530년 봉상시정이 되고 1533년에는 상주목사로 나갔다. 그 뒤 중앙으로 돌아와 1538년에는 판결사가 되었으나, 대간으로부터 결송에 대한 일처리가 서툴다는 탄핵을 받고 일시 파직되었다. 얼마 뒤 복직되어 1541년에는 경주부윤이 되었고, 선산부사를 거쳐 삼척부사를 역임하였다."
인물,조적명,"조선 후기에, 홍문관부응교, 대사간, 한성부좌윤 등을 역임한 문신.","본관은 풍양. 자는 유도. 예조판서 조형의 증손으로, 할아버지는 조상변이고, 아버지는 첨지중추부사 조유수이며, 어머니는 안평대군의 딸이다. 1721년(경종 1) 증광문과에 병과로 급제하였다. 1724년 예문관대교에 처음으로 부임하여, 그 뒤 세자시강원사서·사간원정언·홍문관교리를 지냈다. 1728년 동지정사 윤순의 서장관으로 청나라를 다녀왔으며, 홍문관의 부수찬·수찬·교리를 두루 역임하였다. 1733년 홍문관부응교로 있으면서 이조판서 김취로를 공척하는 소를 올렸다가 파직당하였으나 곧 다시 등용되었다. 1740년 대사간에 올랐고, 1754년 한성부좌윤을 지냈다. 공조판서 조원명은 그의 형이다."
인물,조정,"조선전기 우군동지총제, 좌군총제 등을 역임한 무신. 여진향화인.","1408년(태종 8) 7월 국상 때 금지된 주육을 회음하였다는 사헌부의 탄핵으로 대호군에서 파직되었다. 얼마 뒤 복직되어 1410년 대호군으로 동북면에 파견되어 숙위에 종사할 여진 자제를 선발하였고, 1421년(세종 3)문귀와 함께 우군동지총제에 임명되었으며, 1426년 6월 좌군총제로 죽었다."
인물,조전주,"조선 후기에, 담양부사 등을 역임한 문신.","본관은 창녕. 자는 만취. 집현전부제학 조상치의 후손으로, 아버지는 조한영이며, 조한상에게 입양되었다. 1660년(현종 1) 진사시에 합격한 뒤 1694년에는 담양부사에 이르렀다."
인물,조정,"조선 중기에, 우참찬, 형조판서, 우의정 등을 역임한 문신.","본관은 양주. 자는 여호, 호는 한수·죽천. 조수견의 증손으로, 할아버지는 조방보이고, 아버지는 조충수이며, 어머니는 양윤형의 딸이다. 1582년(선조 15) 진사가 되고, 이듬해 정시문과에 을과로 급제, 사관으로 등용되었으며, 1586년 사정으로서 다시 문과중시에 병과로 급제하였다. 그 뒤 예문관·홍문관에 등용되고, 이어 수찬·교리를 거쳐 정언이 되었다. 1592년 임진왜란이 일어나자 보덕으로 세자를 호종하였고, 그 뒤 전적·필선을 거쳐 회양부사·광주목사·남양부사·안변부사로 나아갔다. 그 뒤 호조판서·대사간·동부승지·부제학·동지중추부사·대사성, 이조·호조·형조의 참판 및 지의금부사·대사헌 등을 두루 역임하였다. 1601년 성절사로 명나라에 다녀와 한성판윤이 되고, 1609년 형조판서로 또 다시 성절사가 되어 명나라에 다녀왔다. 이어 우참찬·형조판서·우의정을 역임하였고, 형난공신 2등에 책록되었으며, 한천군에 봉해졌다. 1623년 인조반정이 일어난 뒤 광해군을 가리켜 ‘전주’라 하였다 하여 대간의 탄핵을 받아 관작을 삭탈당하였고, 이어 광해군 때 공신이 되었다는 죄목이 가중되어 1628년 해남에 유배, 풍토병에 시달리다가 이듬해 죽었다. 1675년(숙종 1) 신원되었고, 저서로는 가 있다."
인물,조정,"조선 후기에, 대사성, 수원부사, 이조참의 등을 역임한 문신.","본관은 풍양. 자는 인서. 조중운의 증손으로, 할아버지는 조도보이고, 아버지는 조상경이며, 어머니는 이정태의 딸이다. 이조판서 조돈과 우리나라 최초로 고구마재배를 실현시킨 조엄은 그의 형이다. 1767년(영조 43) 생원시에서 수석을 차지한 후 이듬해 식년문과에 장원으로 급제하였다. 1769년(영조 45) 승지를 거쳐 의주부윤에 임명되었으나 잠상의 일에 대한 조사를 완결짓지 못하여 물러났다가 다시 승지로 복직하였다. 1772년(영조 48) 대사성을 지냈으며, 이듬해 김상복의 추천으로 수원부사에 임명되었다. 그의 형 조엄 때문에 체직되었다. 1774년 이조참의에 제수되었으나 마침 그의 형이 병조판서의 직위에 있었으므로 사임하고 체직해 줄 것을 청하여 이재간으로 대신케 하였으나 그 해 12월 다시 이조참의에 특별히 임명되었다."
인물,조정,"조선 후기에, 참봉, 봉상시정 등을 역임한 문신.","본관은 풍양. 자는 안중, 호는 검간. 조윤영의 증손으로, 할아버지는 조희이고, 아버지는 조광헌이며, 어머니는 홍윤최의 딸이다. 김성일의 문인이다. 1592년(선조 25) 임진왜란 때 의병을 일으켜 활약하였고, 1596년 왜와의 강화를 배격하는 소를 올렸다. 1599년 천거로 참봉이 되고, 1603년 사마시에 합격한 뒤 1605년 좌랑으로 증광문과에 병과로 급제하였다. 1624년(인조 2) 이괄의 난 때 공주까지 호가하였고, 그 뒤 벼슬이 봉상시정에 이르렀다. 또한, 정구와 교유하였으며, 경술과 문장에 뛰어났다. 이조판서에 추증되고, 상주의 속수서원에 봉향되었다. 저서로는 과 이 있다."
문헌,조정 임진란 기록 일괄,조선시대 문신 · 학자 조정이 임진왜란 때의 사실을 기록한 실기.,"1989년 보물로 지정되었다. 7책. 필사본.  상 · 하 2책,  ·  ·  ·  각 1책 등 일기 6책과,  1책의 총 7책을 일괄 지정한 것이다. 1592년(선조 25) 4월 14일부터 1597년 3월까지 약 6년 간의 사실이 수록되어 있다. 각 책별 내용의 개요는 다음과 같다. ① 임진일기: 2책. 초서. 1592년 4월 14일부터 12월 27일까지 총 9개월 242일간의 사실이 기록되었는데, 6월 7일에서 6월 16일까지 10일간의 기사가 빠지고 그 나머지는 연속되어 있다. ② 남행록: 1책(7장). 초서. 1592년 8월 25일부터 9월 23일까지 28일간의 사실이 기록되었는데, 조정이 당시 거창에 주재한 순찰사 김성일에게 토적에 관한 일을 논의하기 위해 왕복했을 때의 일기이다. ③ 진사록: 1책(48장). 행서. 1592년 12월 24일부터 1593년 11월 7일까지 총 12개월 289일간의 일기이다. ④ 일기: 1책(49장). 초 · 행서. 1593년 12월 25일부터 30일까지의 6일분과 1594년 1월 1일에서 2월 4일까지 34일간의 일기가 있고, ‘부잡록’이라는 제목 아래 학봉유사와 비망록 등이 있다. 옥천 · 진잠 · 완산 등지를 경유하며 적은 것이다. ⑤ 서행일기: 1책. 행 · 초서. 1597년 2월 15일부터 3월 17일까지 경상도 유생 조정 등이 친정을 청하는 소문을 상주하기 위해 서울을 왕래하며 보고 듣고 겪은 일을 적은 기행 일기이다. ⑥ 문견록: 1책(22장). 초서. 1592∼1593년 사이에 듣고 본 명장의 고시를 비롯해 격문 · 계초 · 비망기 등 임진왜란 관계 자료를 적은 것이다. 임진왜란에 관한 기록으로는 이순신의 (국보, 1962년 지정), 유성룡의 (국보, 1969년 지정), 이탁영의 ( 이탁영 정만록)(보물, 1986년 지정), 이로의 (보물, 1987년 지정) 등 수십 종이 있다. 이 임진왜란 기록은 1592년 4월 14일부터 시작, 중간에 누락되기는 했으나 1597년까지 약 6년 간 630일의 기사가 수록되어 있다. 특히, 임진년의 기사는 10일간의 결기를 제외하고는 4월 14일부터 12월 27일까지 빠짐없이 완전하게 적혀 있으며, 1593년의 기사도 11월 7일까지 빠짐없이 기록되어 있어 다른 임란 일기보다 충실한 편이다. 당시 사회상, 조야의 실상, 군대의 배치 상황, 의병의 활동상 등을 살필 수 있는 귀중한 사료이다. 저자의 능숙한 필체 또한 국가유산의 가치를 더해준다. 이 임진왜란 일기는 1977년 이현종이 탈초해 국역, 간행한 바 있으며, 1983년 영남대학교 민족문화연구소에서 탈초해 원본과 함께 출간하였다. 상주박물관에 소장되어 있다."
인물,조정기,"조선 전기에, 이조정랑, 헌납, 장령 등을 역임한 문신.","본관은 풍양. 자는 형선. 이조참판 조익정의 증손으로, 할아버지는 진사 조팽이고, 아버지는 전한 조종경이며, 어머니는 부사 이잠의 딸이다. 1561년(명종 16) 감시생원 제1인으로 뽑혔고, 1564년 식년문과에 병과로 급제, 예문관대교·승문원주서를 거쳐 홍문관수찬으로서 을사궤망의 원억을 신설하고, 이황의 저술을 에 넣을 것을 건의했으며, 향약을 시행할 것을 건의하였다. 부수찬·수찬·지평을 거쳐 교리에 이르렀을 때, 재상 이준경이 죽음에 임하여 조정에 붕당의 조짐이 있음을 말한 데 대하여 삼사가 공격하여 죄주기를 청하자 심희수와 더불어 이준경을 적극 변호하였으며, 성혼을 적극 천거하였다. 이조정랑·의정부검상사인·헌납·장령을 거쳤다. 1575년(선조 8)에 병이 나니, 선조가 즉위 이래 시강의 공을 생각하여 약을 내리고 의원을 보내주었다."
문헌,조정 종손가 소장 문적,조선시대 문신 · 학자 조정의 종손가에 소장된 유학서. 종가유물.,"10종 62점. 1989년 보물로 지정되었다. 1554년(명종 9)에 작성된 물단개의 별급문기 등 분재기 7건, 1601년(선조 34)에 발급된 조정의 교첩 등 교지류 48건 등 고문서 3종 55점, 조선 초기의 간본인 을 비롯하여  ·  등 전적 7종 7책 등이 일괄하여 보물로 지정되어 있다. 보물로 지정된 고문서의 내용을 보면 다음과 같다. ① 분재기 : 1554년 재주 홍윤최의 처 최씨가 외손 물단개에게 준 별급문기, 명종 연간의 조광헌의 처 자매의 깃급문기, 1593년 조정의 처 김씨가 어머니에게 받은 깃급문기, 1621년(광해군 13) 조정의 동복남매화회성문, 홍윤최의 친 · 외손 조정 · 홍수경 등 문중화회성문 등 7건. ② 교지류 : 선조∼ 인조 연간에 발급된 조정의 교지 22건과 그의 할아버지 · 아버지 및 자손에게 발급된 교지 등 총 47건. ③ 차정첩 : 1628년(인조 6) 조기원을 동몽 교관에 임명하는 문서 1건. 이들 고문서는 당시 사회 · 경제사 및 관제 연구에 중요한 자료가 된다. 전적은  등 7종 7책인데, 그 내용은 다음과 같다. 은 고려 말기의 학자 김구용의 시집으로 조선 초기에 간행된 희귀본이다. 는 서거정이 지은 수필집으로 1487년(성종 18)에 간행된 초판본이다. 은 임진왜란 전후에 목판본으로 간행된 유일본으로, 조선 중기 전지의 결세과표로서 세제 연구의 자료가 된다. 그밖에  ·  ·  ·  등도 조선 전기 간본이 있다. 일부 낙질이 있으나, 조선 전기에 간행된 것으로 서지학연구는 물론, 교육문화사 연구에 귀중한 자료이다. 경상북도 상주시 신봉동 조강희가 소장하고 있다."
인물,조정견,"조선 후기에, 고산찰방, 사간원사간, 승지 등을 역임한 문신.","본관은 배천. 자는 공직, 호는 가은. 조여의의 증손으로, 할아버지는 조묵이고, 아버지는 진사 조응두이며, 어머니는 박세의의 딸이다. 1590년(선조 23) 진사시에 합격하고, 1595년 별시문과에 갑과로 급제하였다. 임진왜란 때 창의하여 연안을 왜군의 침입으로부터 수호하였다. 1598년 명나라 마제독의 접반사가 되었으며, 그 뒤 고산찰방·사간원사간을 거쳐 승지가 되었다."
인물,조정립,"조선 중기에, 사간, 사인, 직제학 등을 역임한 문신.","본관은 횡성. 자는 여직, 호는 송호. 평양서윤 조준의 증손으로, 할아버지는 제용감부정 조응세이고, 아버지는 사포서별제 조진이며, 어머니는 좌통례 김진의 딸이다. 1589년(선조 22) 진사가 되고, 1591년 별시문과에 병과로 급제하여 승문원정자를 거쳐 박사에 이르렀으며, 그 뒤 전적·정언·예조좌랑·수찬·지평·보덕·사간·사인 등을 역임하였다. 광해군 때에는 응교·집의·사성 등에 임명되었으나 모두 취임하지 않았다. 1598년 진주사의 서장관으로 명나라에 다녀왔고, 광해군 초 사간에 임명되어 사직하면서는 8조의 소를 올려 시무를 논하기도 하였다. 1612년(광해군 4) 김직재의 옥사가 일어나자, 관직에 나가지 않은 것이 김직재의 일당인 때문이라는 의심을 받아 부득이 직제학에 취임하였으나 곧 병이 악화되어 죽었다. 정경세·한백겸 등과 친교를 맺고 학문을 닦았다."
인물,조정순,"조선 후기에, 익산군수, 예조정랑, 지평 등을 역임한 문신.","본관은 임천. 자는 성지, 호는 석곡. 조희진의 증손으로, 할아버지는 조시형이고, 아버지는 부사 조현기이며, 어머니는 김좌명의 딸이다. 1710년(숙종 36) 사마시에 합격, 헌릉참봉·별검·익산군수를 지내고, 1727년(영조 3) 증광문과에 을과로 급제하여 예조정랑·지평을 지냈다. 그 해 정미환국으로 소론이 집권하자 파직되었다. 다음해 이인좌의 난이 일어나자 세자시강원필선으로 기용되었고, 이어 성균관사성을 지내고 순천부사로 임명되었으나 사퇴하였다. 1728년 다시 지평이 되어 소론의 영수인 영의정 이광좌를 논척하다가 김제에 유배되었다. 이듬해 풀려나와 고향에서 학문과 시부로 여생을 보냈다."
인물,조정생,"조선 후기에, 예문관봉교, 예조좌랑 등을 역임한 문신.","1613년(광해군 5) 7월 정언으로 영창대군을 죽일 것을 청한 정조·정호관 등의 문제로 사직을 청하였으나 허락되지 않았다. 이듬해 승문원의 신래간택에 홍득일과 함께 뽑혔으며, 1615년 의정부의 한림취재에 유약과 함께 선발되었다. 그 뒤 예문관봉교·예조좌랑을 역임하였고, 1618년 예조좌랑으로 인목대비의 서궁유폐에 관한 정청에 참여하였으며, 1628년(인조 6) 이조에서 지제교를 감하할 때 신광립·신용 등과 함께 이에 포함되었다."
인물,조정위,"조선 후기에, 검열, 정언 등을 역임한 문신.","본관은 임천. 자는 상지, 호는 일묵헌. 조희진의 증손으로, 할아버지는 조시형이고, 아버지는 부사 조현명이며, 어머니는 김좌명의 딸이다. 어려서부터 학문에 뛰어난 자질이 있어 수재로 널리 알려졌다. 1681년(숙종 7) 사마시에 합격하여 진사가 되고, 1694년 별시문과에 병과로 급제하였다. 관직에 등용되어 검열이 되고, 여러 부서에 근무한 뒤 정언이 되었으나 학문을 좋아하여 벼슬에 뜻을 두지 않았다. 곧 관직을 사퇴하고 학문에 전념하니 그의 문명이 널리 알려졌다. 저서로는 이 있다."
인물,조정융,"조선 후기에, 사예, 수령 등을 역임한 문신.","본관은 창녕. 자는 유첨, 호는 호옹. 조언홍의 증손으로, 할아버지는 조몽신이고, 아버지는 조우인이며, 어머니는 이열도의 딸이다. 어려서부터 학문에 뛰어났으며, 사마시를 거쳐 1631년(인조 9) 별시문과에 병과로 급제하였다. 내직에서 여러 관직을 거친 다음 사예가 되었다. 그 뒤 외직인 수령으로 나가 네 고을의 수령을 역임하였는데, 가는 곳마다 선정을 베풀어 그가 다스린 고을마다 송덕비가 세워졌다. 문장과 절행이 뛰어났다. 상주의 지강서원에 제향되었다."
인물,조정지,"조선 후기에, 동부승지, 병조참지, 장단부사 등을 역임한 문신.","본관은 평양. 자는 형원. 조맹걸의 증손으로, 할아버지는 조수안이고, 아버지는 조준이며, 어머니는 원붕의 딸이다. 1580년(선조 13) 별시문과에 을과로 급제하였다. 1583년(선조 16)에 주서를 지냈으며, 1591년에는 광주목사로 파견되어 외직에 근무하였다. 1593년에는 지제교로서 활동하였으며, 1595년에는 지평과 세자시강원필선에 임명되었으나 각 기관의 업무 수행에 부적합하다는 이유로 비판받기도 하였다. 1599년에는 여러 부서에서 근무하였다. 사헌부의 지평·장령에 임명되어 관리를 감찰하였으며, 성균관전적으로서 성균관 유생을 지도하였고, 사옹원정의 직책을 수행하여 궁중 음식을 관장하였다. 그리고 강화부 백성 양택의 시부사건에 대한 경차관으로 파견되었다가 처리 미숙으로 인한 책임을 지고 처벌되기도 하였다. 또 승문원판교, 동부승지로서 외교문서를 처리하였으며, 사간으로서 언론을 담당하기도 하였다. 1600년(선조 33)에는 병조참지·승문원좌승지, 행호군을 역임하였다. 1602년에는 사은부사에 발탁되어 정사 정사호·서장관 윤안국 등과 함께 중국에 다녀오기도 하였다. 1605년에는 장단부사를 역임하였다."
인물,조정익,조선후기 병자호란과 관련된 지사.,"본관은 평양. 자는 익지, 호는 낙도재. 고려의 명신 조인규의 후예로, 부윤 조보의 증손이며, 병사 조유의 아버지이다. 1636년(인조 14) 병자호란이 일어나자 아내 이씨와 함께 강화도로 피란하였으나 청병이 쳐들어와 강화도가 함락되고 말았다. 이에 자살을 기도, 이씨가 먼저 자결하자 아내의 염을 서둘러 치르고, 그 다음날인 1637년 1월 25일 청병이 몰려오자 낭떠러지에서 투신, 자결하였다. 좌승지에 추증되고, 이씨는 숙부인에 봉하여졌으며, 정문이 세워졌다. 시호는 충숙이다."
인물,조정진,"조선 후기에, 대사헌, 호조판서, 선혜청당상 등을 역임한 문신.","본관은 풍양. 자는 사수. 조기수의 증손으로, 할아버지는 조원명이고, 아버지는 교리 조재덕이며, 어머니는 송성명의 딸이다. 1753년(영조 29) 사마시에 합격하여 1761년 명릉참봉이 된 뒤, 호조정랑으로 재임중 1777년(정조 1) 증광문과에 을과로 급제하여 예조정랑이 되었으며, 의 편찬에 참여하였다. 1779년 홍문록·도당록에 올랐으며, 이듬해 진하 겸 사은사의 서장관에 임명된 한광근이 중병에 걸려 대신 청나라에 다녀와 견문사를 왕에게 바쳤다. 1781년 검토관·동부승지를 역임하고, 이듬해 대사간·이조참의에 이어 대사성이 된 뒤, 1786년 강화유수로 나갈 때까지 5년 동안 대사성·대사간·이조참의를 번갈아 역임하였다. 1787년 이조참판·대사헌을 거쳐 형조판서에 올랐으며, 1791년 호조판서·선혜청당상을 역임하였다."
인물,조정호,"조선 후기에, 사간, 병조참의, 강원도관찰사 등을 역임한 문신.","본관은 배천. 자는 인보, 호는 남계. 부사과 조장손의 증손으로, 할아버지는 조응두이고, 아버지는 부호군 조충이다. 어머니는 김덕윤의 딸이다. 큰아버지 응에게 입양되었다. 대제학 석윤의 아버지이다. 1590년(선조 23) 사마시에 합격하고, 1612년(광해군 4) 식년문과에 을과로 급제, 승문원정자에 제수되었다가, 얼마 뒤 거산도찰방으로 나가 우정사무에 큰 공적을 세웠다. 아버지의 간호를 위해 관직을 사퇴했다가 승문원저작이 되었다. 이 때 간신들이 정권을 잡고 조정을 혼탁하게 했으므로 이를 바로잡도록 상주하였다. 그 뒤 성균관전적으로 옮겼으나, 병으로 관직을 사퇴하고 전원으로 돌아가 출사할 뜻을 버렸다. 그러나 1623년(인조 1) 인조반정이 일어나자 사헌부지평으로 발탁되고, 이어 성균관직강·홍문관교리·사헌부장령 등을 거쳐 사간으로 승진되었다. 이 때 원종을 태묘에 합제하려고 하자, 여러 언관들과 함께 강력하게 반대하다가 인조의 노여움을 사 삭출당하고 향리에 은거하였다. 이듬해 다시 서용되어 병조참의가 되었다가 강원도관찰사에 제수되어 선정을 베풀었다. 병자호란이 일어나고 왕이 남한산성으로 동가하자 군사를 이끌고 급히 산성으로 출동, 요새를 점거하고 포를 쏘아 원군이 온 것을 성중에 알렸다. 그가 직접 군사를 독려하고 많은 적을 사살했으므로 적병은 감히 그가 포진하고 있는 동쪽으로는 진출할 수가 없었다. 1642년 관직을 버리고 제천으로 돌아가 초야에 은거하였다. 예조판서·공조판서·첨중추부사·대사간 등에 제수, 여러 차례 소명되었으나 모두 사양하였다. 말년에도 이조와 병조의 판서에 배수되었으나 역시 사양하고 나가지 않았다."
인물,조정철,"조선 후기에, 형조판서, 지중추원사 등을 역임한 문신.","본관은 양주. 자는 성경, 호는 정헌. 우의정 조태채의 증손으로, 할아버지는 조겸빈이고, 아버지는 참판 조영순이며, 어머니는 김시눌의 딸이다. 장단에서 살았다. 1775년(영조 51) 별시문과에 병과로 급제하였다. 한때 제주에 유배되기도 하였으며, 벼슬은 형조판서 · 지중추원사에 이르렀다. 저서로는 이 있다."
인물,조제로,"조선 후기에, 부응교, 응교 등을 역임한 문신.","본관은 양주. 자는 경여. 조영선의 증손으로, 할아버지는 조홍규이고, 아버지는 조태현이며, 어머니는 이경우의 딸이다. 1782년(정조 6) 별시문과에 병과로 급제하였다. 이듬해 권지승문원부정자로서 경모궁 혜빈에게 존호를 올리는 죽책문을 작성한 공로로 6품으로 특진하였다. 이듬해에는 홍문록 4점 22인 중의 한 명으로 선발되었다. 1786년에는 응교의 직책을 수행하면서 중국사신의 예에 어긋난 행동을 비판하였다. 그 뒤 부응교로서 활동하다가 춘당대 친시에 응하지 않았다는 이유로 처벌되었다. 이어 이듬해에는 응교로서 활동하였다."
인물,조존도,"조선 후기에, 정언, 헌납, 사서 등을 역임한 문신.","본관은 양주. 자는 일지, 호는 수헌. 조방주의 증손으로, 할아버지는 조위이고, 아버지는 평강현감 조덕년이며, 어머니는 현감 김양좌의 딸이다. 1605년(선조 38) 소과에 합격하여 생원이 되고, 이듬해 증광문과에 병과로 급제하였다. 그 해 홍문관에 등용되고, 1612년(광해군 4) 사서가 되었다가 문학으로 전직되었으며, 통훈으로 승품되면서 교리로 세자시강원의 사서를 겸하였다. 이어서 사헌부로 자리를 옮겨 정언을 거쳐 지평이 되었다. 배대유와 광해군의 세자위를 반대하였던 유영경을 처형하라는 탄핵소를 올렸다. 이듬해 다시 정언이 되어 서인을 탄핵하는 데 앞장섰다. 1614년(광해군 6) 헌납을 거쳐 지평 겸 사서가 되었다. 대사간 유경종과 함께 우통례 이극신의 패악을 탄핵하였고, 또한 대사간 정항과 함께 정온의 죄를 탄핵하였다. 그 뒤 사인이 되었다가, 정국이 점차 어지러워지자 관직을 내놓고 근신하였다. 1623년(인조 원년) 인조반정이 일어나자, 그가 지난날 재직시에 서인들을 탄핵한 사실과 영창대군을 죽이고 인목대비를 폐하여 서궁에 가두는 데 동조하였다는 죄목으로 은진에 위리안치되었다. 성품이 강직하고 청렴한 관원이었다. 한때 서인을 억누르기는 하였으나, 그것은 합법적으로 즉위한 임금에 대하여 부질없는 명분을 내세워 왕위를 위협하는 무리들을 직책상 방치할 수 없었기 때문이었다."
